ADM_name,ISO3,Date,Name,Type
Solomon-islands,SLB,8/3/17,Makira-Ulawa Province Day,Local holiday
Solomon-islands,SLB,8/15/17,Malaita Province Day,Local holiday
Solomon-islands,SLB,12/7/17,Western Province Day,Local holiday
Solomon-islands,SLB,2/25/18,Choiseul Province Day,Local holiday
Solomon-islands,SLB,2/26/18,Choiseul Province Day observed,Local holiday
Solomon-islands,SLB,6/1/18,Day off for Isabel Province Day,Local holiday
Solomon-islands,SLB,6/2/18,Isabel Province Day,Local holiday
Solomon-islands,SLB,6/8/18,Temotu Province Day,Local holiday
Solomon-islands,SLB,6/29/18,Central Province Day,Local holiday
Solomon-islands,SLB,7/20/18,Rennell and Bellona Province Day,Local holiday
Solomon-islands,SLB,8/1/18,Gualdalcanal Province Day,Local holiday
Solomon-islands,SLB,8/3/18,Makira-Ulawa Province Day,Local holiday
Solomon-islands,SLB,8/15/18,Malaita Province Day,Local holiday
Solomon-islands,SLB,12/7/18,Western Province Day,Local holiday
Solomon-islands,SLB,2/25/19,Choiseul Province Day,Local holiday
Solomon-islands,SLB,6/2/19,Isabel Province Day,Local holiday
Solomon-islands,SLB,6/3/19,Day off for Isabel Province Day,Local holiday
Solomon-islands,SLB,6/7/19,Day off for Temotu Province Day,Local holiday
Solomon-islands,SLB,6/8/19,Temotu Province Day,Local holiday
Solomon-islands,SLB,6/28/19,Day off for Central Province Day,Local holiday
Solomon-islands,SLB,6/29/19,Central Province Day,Local holiday
Solomon-islands,SLB,7/19/19,Day off for Rennell and Bellona Province Day,Local holiday
Solomon-islands,SLB,7/20/19,Rennell and Bellona Province Day,Local holiday
Solomon-islands,SLB,8/1/19,Gualdalcanal Province Day,Local holiday
Solomon-islands,SLB,8/2/19,Day off for Makira-Ulawa Province Day,Local holiday
Solomon-islands,SLB,8/3/19,Makira-Ulawa Province Day,Local holiday
Solomon-islands,SLB,8/15/19,Malaita Province Day,Local holiday
Solomon-islands,SLB,12/6/19,Day off for Western Province Day,Local holiday
Solomon-islands,SLB,12/7/19,Western Province Day,Local holiday
Solomon-islands,SLB,4/4/10,Easter Sunday,Observance
Solomon-islands,SLB,6/12/10,Queen's Official Birthday,Observance
Solomon-islands,SLB,4/24/11,Easter Sunday,Observance
Solomon-islands,SLB,6/11/11,Queen's Official Birthday,Observance
Solomon-islands,SLB,4/8/12,Easter Sunday,Observance
Solomon-islands,SLB,6/9/12,Queen's Official Birthday,Observance
Solomon-islands,SLB,3/31/13,Easter Sunday,Observance
Solomon-islands,SLB,6/8/13,Queen's Official Birthday,Observance
Solomon-islands,SLB,4/20/14,Easter Sunday,Observance
Solomon-islands,SLB,6/14/14,Queen's Official Birthday,Observance
Solomon-islands,SLB,4/5/15,Easter Sunday,Observance
Solomon-islands,SLB,6/13/15,Queen's Official Birthday,Observance
Solomon-islands,SLB,3/27/16,Easter Sunday,Observance
Solomon-islands,SLB,6/11/16,Queen's Official Birthday,Observance
Solomon-islands,SLB,4/16/17,Easter Sunday,Observance
Solomon-islands,SLB,6/10/17,Queen's Official Birthday,Observance
Solomon-islands,SLB,4/1/18,Easter Sunday,Observance
Solomon-islands,SLB,6/9/18,Queen's Official Birthday,Observance
Solomon-islands,SLB,4/21/19,Easter Sunday,Observance
Solomon-islands,SLB,6/8/19,Queen's Official Birthday,Observance
Solomon-islands,SLB,4/2/10,Good Friday,Public holiday
Solomon-islands,SLB,4/3/10,Holy Saturday,Public holiday
Solomon-islands,SLB,4/5/10,Easter Monday,Public holiday
Solomon-islands,SLB,5/24/10,Whit Monday,Public holiday
Solomon-islands,SLB,6/11/10,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,7/7/10,Independence Day,Public holiday
Solomon-islands,SLB,12/25/10,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/10,National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,4/22/11,Good Friday,Public holiday
Solomon-islands,SLB,4/23/11,Holy Saturday,Public holiday
Solomon-islands,SLB,4/25/11,Easter Monday,Public holiday
Solomon-islands,SLB,6/10/11,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,6/13/11,Whit Monday,Public holiday
Solomon-islands,SLB,7/7/11,Independence Day,Public holiday
Solomon-islands,SLB,12/25/11,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/11,National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,12/27/11,Day off for National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,4/6/12,Good Friday,Public holiday
Solomon-islands,SLB,4/7/12,Holy Saturday,Public holiday
Solomon-islands,SLB,4/9/12,Easter Monday,Public holiday
Solomon-islands,SLB,5/28/12,Whit Monday,Public holiday
Solomon-islands,SLB,6/8/12,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,7/6/12,Day off for Independence Day,Public holiday
Solomon-islands,SLB,7/7/12,Independence Day,Public holiday
Solomon-islands,SLB,12/25/12,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/12,National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,3/29/13,Good Friday,Public holiday
Solomon-islands,SLB,3/30/13,Holy Saturday,Public holiday
Solomon-islands,SLB,4/1/13,Easter Monday,Public holiday
Solomon-islands,SLB,5/20/13,Whit Monday,Public holiday
Solomon-islands,SLB,6/7/13,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,7/7/13,Independence Day,Public holiday
Solomon-islands,SLB,7/8/13,Day off for Independence Day,Public holiday
Solomon-islands,SLB,12/25/13,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/13,National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,4/18/14,Good Friday,Public holiday
Solomon-islands,SLB,4/19/14,Holy Saturday,Public holiday
Solomon-islands,SLB,4/21/14,Easter Monday,Public holiday
Solomon-islands,SLB,6/9/14,Whit Monday,Public holiday
Solomon-islands,SLB,6/13/14,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,7/7/14,Independence Day,Public holiday
Solomon-islands,SLB,12/25/14,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/14,National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,4/3/15,Good Friday,Public holiday
Solomon-islands,SLB,4/4/15,Holy Saturday,Public holiday
Solomon-islands,SLB,4/6/15,Easter Monday,Public holiday
Solomon-islands,SLB,5/25/15,Whit Monday,Public holiday
Solomon-islands,SLB,6/12/15,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,7/7/15,Independence Day,Public holiday
Solomon-islands,SLB,12/25/15,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/15,National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,3/25/16,Good Friday,Public holiday
Solomon-islands,SLB,3/26/16,Holy Saturday,Public holiday
Solomon-islands,SLB,3/28/16,Easter Monday,Public holiday
Solomon-islands,SLB,5/16/16,Whit Monday,Public holiday
Solomon-islands,SLB,6/10/16,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,7/7/16,Independence Day,Public holiday
Solomon-islands,SLB,12/25/16,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/16,National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,12/27/16,Day off for National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,4/14/17,Good Friday,Public holiday
Solomon-islands,SLB,4/15/17,Holy Saturday,Public holiday
Solomon-islands,SLB,4/17/17,Easter Monday,Public holiday
Solomon-islands,SLB,6/5/17,Whit Monday,Public holiday
Solomon-islands,SLB,6/9/17,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,7/7/17,Independence Day,Public holiday
Solomon-islands,SLB,12/25/17,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/17,National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,3/30/18,Good Friday,Public holiday
Solomon-islands,SLB,3/31/18,Holy Saturday,Public holiday
Solomon-islands,SLB,4/2/18,Easter Monday,Public holiday
Solomon-islands,SLB,5/21/18,Whit Monday,Public holiday
Solomon-islands,SLB,6/8/18,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,7/6/18,Day off for Independence Day,Public holiday
Solomon-islands,SLB,7/7/18,Independence Day,Public holiday
Solomon-islands,SLB,12/25/18,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/18,National Day of Thanksgiving,Public holiday
Solomon-islands,SLB,4/19/19,Good Friday,Public holiday
Solomon-islands,SLB,4/20/19,Holy Saturday,Public holiday
Solomon-islands,SLB,4/22/19,Easter Monday,Public holiday
Solomon-islands,SLB,6/7/19,Day off for Queen's Official Birthday,Public holiday
Solomon-islands,SLB,6/10/19,Whit Monday,Public holiday
Solomon-islands,SLB,7/7/19,Independence Day,Public holiday
Solomon-islands,SLB,7/8/19,Day off for Independence Day,Public holiday
Solomon-islands,SLB,12/25/19,Christmas Day,Public holiday
Solomon-islands,SLB,12/26/19,National Day of Thanksgiving,Public holiday
Sierra-leone,SLE,3/8/10,International Women's Day,Public holiday
Sierra-leone,SLE,4/2/10,Good Friday,Public holiday
Sierra-leone,SLE,4/5/10,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/10,Independence Day,Public holiday
Sierra-leone,SLE,9/9/10,Eid al-Fitr,Public holiday
Sierra-leone,SLE,11/17/10,Tabaski,Public holiday
Sierra-leone,SLE,12/25/10,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/10,Boxing Day,Public holiday
Sierra-leone,SLE,3/8/11,International Women's Day,Public holiday
Sierra-leone,SLE,4/22/11,Good Friday,Public holiday
Sierra-leone,SLE,4/25/11,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/11,Independence Day,Public holiday
Sierra-leone,SLE,8/29/11,Eid al-Fitr,Public holiday
Sierra-leone,SLE,11/7/11,Tabaski,Public holiday
Sierra-leone,SLE,12/25/11,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/11,Boxing Day,Public holiday
Sierra-leone,SLE,3/8/12,International Women's Day,Public holiday
Sierra-leone,SLE,4/6/12,Good Friday,Public holiday
Sierra-leone,SLE,4/9/12,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/12,Independence Day,Public holiday
Sierra-leone,SLE,8/19/12,Eid al-Fitr,Public holiday
Sierra-leone,SLE,10/26/12,Tabaski,Public holiday
Sierra-leone,SLE,12/25/12,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/12,Boxing Day,Public holiday
Sierra-leone,SLE,3/8/13,International Women's Day,Public holiday
Sierra-leone,SLE,3/29/13,Good Friday,Public holiday
Sierra-leone,SLE,4/1/13,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/13,Independence Day,Public holiday
Sierra-leone,SLE,8/7/13,Eid al-Fitr,Public holiday
Sierra-leone,SLE,10/15/13,Tabaski,Public holiday
Sierra-leone,SLE,12/25/13,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/13,Boxing Day,Public holiday
Sierra-leone,SLE,3/8/14,International Women's Day,Public holiday
Sierra-leone,SLE,4/18/14,Good Friday,Public holiday
Sierra-leone,SLE,4/21/14,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/14,Independence Day,Public holiday
Sierra-leone,SLE,7/29/14,Eid al-Fitr,Public holiday
Sierra-leone,SLE,10/5/14,Tabaski,Public holiday
Sierra-leone,SLE,12/25/14,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/14,Boxing Day,Public holiday
Sierra-leone,SLE,1/3/15,The Prophet's Birthday,Public holiday
Sierra-leone,SLE,3/8/15,International Women's Day,Public holiday
Sierra-leone,SLE,3/9/15,Day off for International Women's Day,Public holiday
Sierra-leone,SLE,4/3/15,Good Friday,Public holiday
Sierra-leone,SLE,4/6/15,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/15,Independence Day,Public holiday
Sierra-leone,SLE,7/18/15,Eid al-Fitr,Public holiday
Sierra-leone,SLE,9/24/15,Tabaski,Public holiday
Sierra-leone,SLE,12/24/15,The Prophet's Birthday,Public holiday
Sierra-leone,SLE,12/25/15,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/15,Boxing Day,Public holiday
Sierra-leone,SLE,3/8/16,International Women's Day,Public holiday
Sierra-leone,SLE,3/25/16,Good Friday,Public holiday
Sierra-leone,SLE,3/28/16,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/16,Independence Day,Public holiday
Sierra-leone,SLE,7/7/16,Eid al-Fitr,Public holiday
Sierra-leone,SLE,9/13/16,Tabaski,Public holiday
Sierra-leone,SLE,12/12/16,The Prophet's Birthday,Public holiday
Sierra-leone,SLE,12/25/16,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/16,Boxing Day,Public holiday
Sierra-leone,SLE,12/27/16,Day off for Christmas Day,Public holiday
Sierra-leone,SLE,1/2/17,Day off for New Year,Public holiday
Sierra-leone,SLE,3/8/17,International Women's Day,Public holiday
Sierra-leone,SLE,4/14/17,Good Friday,Public holiday
Sierra-leone,SLE,4/17/17,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/17,Independence Day,Public holiday
Sierra-leone,SLE,6/26/17,Eid al-Fitr,Public holiday
Sierra-leone,SLE,9/2/17,Tabaski,Public holiday
Sierra-leone,SLE,12/1/17,The Prophet's Birthday,Public holiday
Sierra-leone,SLE,12/25/17,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/17,Boxing Day,Public holiday
Sierra-leone,SLE,3/8/18,International Women's Day,Public holiday
Sierra-leone,SLE,3/30/18,Good Friday,Public holiday
Sierra-leone,SLE,4/2/18,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/18,Independence Day,Public holiday
Sierra-leone,SLE,6/15/18,Eid al-Fitr,Public holiday
Sierra-leone,SLE,8/22/18,Tabaski,Public holiday
Sierra-leone,SLE,11/21/18,The Prophet's Birthday,Public holiday
Sierra-leone,SLE,12/25/18,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/18,Boxing Day,Public holiday
Sierra-leone,SLE,3/8/19,International Women's Day,Public holiday
Sierra-leone,SLE,4/19/19,Good Friday,Public holiday
Sierra-leone,SLE,4/22/19,Easter Monday,Public holiday
Sierra-leone,SLE,4/27/19,Independence Day,Public holiday
Sierra-leone,SLE,6/4/19,Eid al-Fitr,Public holiday
Sierra-leone,SLE,8/12/19,Tabaski,Public holiday
Sierra-leone,SLE,11/10/19,The Prophet's Birthday,Public holiday
Sierra-leone,SLE,11/11/19,Day off for The Prophet's Birthday,Public holiday
Sierra-leone,SLE,12/25/19,Christmas Day,Public holiday
Sierra-leone,SLE,12/26/19,Boxing Day,Public holiday
El-salvador,SLV,8/3/10,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/10,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,8/3/11,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/11,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,8/3/12,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/12,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,8/3/13,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/13,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,8/3/14,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/14,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,8/3/15,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/15,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,8/3/16,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/16,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,8/3/17,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/17,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,8/3/18,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/18,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,8/3/19,San Salvador Day 1 (S. Salvador only),Local holiday
El-salvador,SLV,8/5/19,San Salvador Day 2 (S. Salvador only),Local holiday
El-salvador,SLV,1/16/10,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/10,Women's Day,Observance
El-salvador,SLV,5/3/10,Cross Day,Observance
El-salvador,SLV,5/7/10,Soldiers' Day,Observance
El-salvador,SLV,6/17/10,Fathers' Day,Observance
El-salvador,SLV,6/22/10,Teachers' Day,Observance
El-salvador,SLV,10/1/10,Children?s Day,Observance
El-salvador,SLV,10/12/10,Columbus Day,Observance
El-salvador,SLV,12/31/10,New Year's Eve,Observance
El-salvador,SLV,1/16/11,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/11,Women's Day,Observance
El-salvador,SLV,5/3/11,Cross Day,Observance
El-salvador,SLV,5/7/11,Soldiers' Day,Observance
El-salvador,SLV,6/17/11,Fathers' Day,Observance
El-salvador,SLV,6/22/11,Teachers' Day,Observance
El-salvador,SLV,10/1/11,Children?s Day,Observance
El-salvador,SLV,10/12/11,Columbus Day,Observance
El-salvador,SLV,12/31/11,New Year's Eve,Observance
El-salvador,SLV,1/16/12,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/12,Women's Day,Observance
El-salvador,SLV,5/3/12,Cross Day,Observance
El-salvador,SLV,5/7/12,Soldiers' Day,Observance
El-salvador,SLV,6/17/12,Fathers' Day,Observance
El-salvador,SLV,6/22/12,Teachers' Day,Observance
El-salvador,SLV,10/1/12,Children?s Day,Observance
El-salvador,SLV,10/12/12,Columbus Day,Observance
El-salvador,SLV,12/31/12,New Year's Eve,Observance
El-salvador,SLV,1/16/13,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/13,Women's Day,Observance
El-salvador,SLV,5/3/13,Cross Day,Observance
El-salvador,SLV,5/7/13,Soldiers' Day,Observance
El-salvador,SLV,6/22/13,Teachers' Day,Observance
El-salvador,SLV,10/1/13,Children?s Day,Observance
El-salvador,SLV,10/12/13,Columbus Day,Observance
El-salvador,SLV,12/31/13,New Year's Eve,Observance
El-salvador,SLV,1/16/14,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/14,Women's Day,Observance
El-salvador,SLV,5/3/14,Cross Day,Observance
El-salvador,SLV,5/7/14,Soldiers' Day,Observance
El-salvador,SLV,6/22/14,Teachers' Day,Observance
El-salvador,SLV,10/1/14,Children?s Day,Observance
El-salvador,SLV,10/12/14,Columbus Day,Observance
El-salvador,SLV,12/31/14,New Year's Eve,Observance
El-salvador,SLV,1/16/15,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/15,Women's Day,Observance
El-salvador,SLV,5/3/15,Cross Day,Observance
El-salvador,SLV,5/7/15,Soldiers' Day,Observance
El-salvador,SLV,6/22/15,Teachers' Day,Observance
El-salvador,SLV,10/1/15,Children?s Day,Observance
El-salvador,SLV,10/12/15,Columbus Day,Observance
El-salvador,SLV,12/31/15,New Year's Eve,Observance
El-salvador,SLV,1/16/16,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/16,Women's Day,Observance
El-salvador,SLV,5/3/16,Cross Day,Observance
El-salvador,SLV,5/7/16,Soldiers' Day,Observance
El-salvador,SLV,6/22/16,Teachers' Day,Observance
El-salvador,SLV,10/1/16,Children?s Day,Observance
El-salvador,SLV,10/12/16,Columbus Day,Observance
El-salvador,SLV,12/31/16,New Year's Eve,Observance
El-salvador,SLV,1/16/17,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/17,Women's Day,Observance
El-salvador,SLV,5/3/17,Cross Day,Observance
El-salvador,SLV,5/7/17,Soldiers' Day,Observance
El-salvador,SLV,6/22/17,Teachers' Day,Observance
El-salvador,SLV,10/1/17,Children?s Day,Observance
El-salvador,SLV,10/12/17,Columbus Day,Observance
El-salvador,SLV,12/31/17,New Year's Eve,Observance
El-salvador,SLV,1/16/18,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/18,Women's Day,Observance
El-salvador,SLV,5/3/18,Cross Day,Observance
El-salvador,SLV,5/7/18,Soldiers' Day,Observance
El-salvador,SLV,6/22/18,Teachers' Day,Observance
El-salvador,SLV,10/1/18,Children?s Day,Observance
El-salvador,SLV,10/12/18,Columbus Day,Observance
El-salvador,SLV,12/31/18,New Year's Eve,Observance
El-salvador,SLV,1/16/19,Signing of the Peace Accords,Observance
El-salvador,SLV,3/8/19,Women's Day,Observance
El-salvador,SLV,5/3/19,Cross Day,Observance
El-salvador,SLV,5/7/19,Soldiers' Day,Observance
El-salvador,SLV,6/22/19,Teachers' Day,Observance
El-salvador,SLV,10/1/19,Children?s Day,Observance
El-salvador,SLV,10/12/19,Columbus Day,Observance
El-salvador,SLV,12/31/19,New Year's Eve,Observance
El-salvador,SLV,1/1/10,New Year's Day,Public holiday
El-salvador,SLV,4/1/10,Maundy Thursday,Public holiday
El-salvador,SLV,4/2/10,Good Friday,Public holiday
El-salvador,SLV,4/3/10,Holy Saturday,Public holiday
El-salvador,SLV,5/1/10,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/10,Mothers' Day,Public holiday
El-salvador,SLV,8/6/10,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/10,Independence Day,Public holiday
El-salvador,SLV,11/2/10,All Saints Day,Public holiday
El-salvador,SLV,12/25/10,Christmas Day,Public holiday
El-salvador,SLV,1/1/11,New Year's Day,Public holiday
El-salvador,SLV,4/21/11,Maundy Thursday,Public holiday
El-salvador,SLV,4/22/11,Good Friday,Public holiday
El-salvador,SLV,4/23/11,Holy Saturday,Public holiday
El-salvador,SLV,5/1/11,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/11,Mothers' Day,Public holiday
El-salvador,SLV,8/6/11,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/11,Independence Day,Public holiday
El-salvador,SLV,11/2/11,All Saints Day,Public holiday
El-salvador,SLV,12/25/11,Christmas Day,Public holiday
El-salvador,SLV,12/26/11,Christmas Day observed,Public holiday
El-salvador,SLV,1/1/12,New Year's Day,Public holiday
El-salvador,SLV,4/5/12,Maundy Thursday,Public holiday
El-salvador,SLV,4/6/12,Good Friday,Public holiday
El-salvador,SLV,4/7/12,Holy Saturday,Public holiday
El-salvador,SLV,5/1/12,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/12,Mothers' Day,Public holiday
El-salvador,SLV,8/6/12,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/12,Independence Day,Public holiday
El-salvador,SLV,11/2/12,All Saints Day,Public holiday
El-salvador,SLV,12/25/12,Christmas Day,Public holiday
El-salvador,SLV,1/1/13,New Year's Day,Public holiday
El-salvador,SLV,3/28/13,Maundy Thursday,Public holiday
El-salvador,SLV,3/29/13,Good Friday,Public holiday
El-salvador,SLV,3/30/13,Holy Saturday,Public holiday
El-salvador,SLV,5/1/13,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/13,Mothers' Day,Public holiday
El-salvador,SLV,6/17/13,Fathers' Day,Public holiday
El-salvador,SLV,8/6/13,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/13,Independence Day,Public holiday
El-salvador,SLV,11/2/13,All Saints Day,Public holiday
El-salvador,SLV,12/25/13,Christmas Day,Public holiday
El-salvador,SLV,1/1/14,New Year's Day,Public holiday
El-salvador,SLV,4/17/14,Maundy Thursday,Public holiday
El-salvador,SLV,4/18/14,Good Friday,Public holiday
El-salvador,SLV,4/19/14,Holy Saturday,Public holiday
El-salvador,SLV,5/1/14,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/14,Mothers' Day,Public holiday
El-salvador,SLV,6/17/14,Fathers' Day,Public holiday
El-salvador,SLV,8/6/14,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/14,Independence Day,Public holiday
El-salvador,SLV,11/2/14,All Saints Day,Public holiday
El-salvador,SLV,12/25/14,Christmas Day,Public holiday
El-salvador,SLV,1/1/15,New Year's Day,Public holiday
El-salvador,SLV,3/26/15,"National Day of Life, Peace and Justice",Public holiday
El-salvador,SLV,4/2/15,Maundy Thursday,Public holiday
El-salvador,SLV,4/3/15,Good Friday,Public holiday
El-salvador,SLV,4/4/15,Holy Saturday,Public holiday
El-salvador,SLV,5/1/15,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/15,Mothers' Day,Public holiday
El-salvador,SLV,5/23/15,Beatification of monse?or Romero,Public holiday
El-salvador,SLV,6/17/15,Fathers' Day,Public holiday
El-salvador,SLV,8/6/15,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/15,Independence Day,Public holiday
El-salvador,SLV,11/2/15,All Saints Day,Public holiday
El-salvador,SLV,12/25/15,Christmas Day,Public holiday
El-salvador,SLV,1/1/16,New Year's Day,Public holiday
El-salvador,SLV,3/24/16,Maundy Thursday,Public holiday
El-salvador,SLV,3/25/16,Good Friday,Public holiday
El-salvador,SLV,3/26/16,Holy Saturday,Public holiday
El-salvador,SLV,3/26/16,"National Day of Life, Peace and Justice",Public holiday
El-salvador,SLV,5/1/16,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/16,Mothers' Day,Public holiday
El-salvador,SLV,6/17/16,Fathers' Day,Public holiday
El-salvador,SLV,8/6/16,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/16,Independence Day,Public holiday
El-salvador,SLV,11/2/16,All Saints Day,Public holiday
El-salvador,SLV,12/25/16,Christmas Day,Public holiday
El-salvador,SLV,12/26/16,Christmas Day observed,Public holiday
El-salvador,SLV,1/1/17,New Year's Day,Public holiday
El-salvador,SLV,3/26/17,"National Day of Life, Peace and Justice",Public holiday
El-salvador,SLV,4/13/17,Maundy Thursday,Public holiday
El-salvador,SLV,4/14/17,Good Friday,Public holiday
El-salvador,SLV,4/15/17,Holy Saturday,Public holiday
El-salvador,SLV,5/1/17,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/17,Mothers' Day,Public holiday
El-salvador,SLV,6/17/17,Fathers' Day,Public holiday
El-salvador,SLV,8/6/17,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/17,Independence Day,Public holiday
El-salvador,SLV,11/2/17,All Saints Day,Public holiday
El-salvador,SLV,12/25/17,Christmas Day,Public holiday
El-salvador,SLV,1/1/18,New Year's Day,Public holiday
El-salvador,SLV,3/26/18,"National Day of Life, Peace and Justice",Public holiday
El-salvador,SLV,3/29/18,Maundy Thursday,Public holiday
El-salvador,SLV,3/30/18,Good Friday,Public holiday
El-salvador,SLV,3/31/18,Holy Saturday,Public holiday
El-salvador,SLV,5/1/18,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/18,Mothers' Day,Public holiday
El-salvador,SLV,6/17/18,Fathers' Day,Public holiday
El-salvador,SLV,8/6/18,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/18,Independence Day,Public holiday
El-salvador,SLV,11/2/18,All Saints Day,Public holiday
El-salvador,SLV,12/25/18,Christmas Day,Public holiday
El-salvador,SLV,1/1/19,New Year's Day,Public holiday
El-salvador,SLV,3/26/19,"National Day of Life, Peace and Justice",Public holiday
El-salvador,SLV,4/18/19,Maundy Thursday,Public holiday
El-salvador,SLV,4/19/19,Good Friday,Public holiday
El-salvador,SLV,4/20/19,Holy Saturday,Public holiday
El-salvador,SLV,5/1/19,Labor Day / May Day,Public holiday
El-salvador,SLV,5/10/19,Mothers' Day,Public holiday
El-salvador,SLV,6/17/19,Fathers' Day,Public holiday
El-salvador,SLV,8/6/19,Celebrations of San Salvador,Public holiday
El-salvador,SLV,9/15/19,Independence Day,Public holiday
El-salvador,SLV,11/2/19,All Saints Day,Public holiday
El-salvador,SLV,12/25/19,Christmas Day,Public holiday
San-marino,SMR,4/2/10,Good Friday,Observance
San-marino,SMR,4/3/10,Holy Saturday,Observance
